Task Code,Task Description,Status,WBS,Building,Area,Level,Room,Phase,Subcontractor,Trade,Responsible Person,Bid Package,Planned Start,Planned Finish,Actual Start,Actual Finish,Early Start,Early Finish,Late Start,Late Finish,Remaining Duration (hrs),Planned Duration (hrs),Physical % Complete
ZX-21695,IMPACT - SECAI MEP SCAFFOLD - Drywall & Inspect - Hall #19 - 3F-SUE-FAB136408 - SECAI TOOK OVER FOR ACCELERATION,Complete,Hall 19 - 3F -SUE-FAB136408,,,,,,,,,,2025-05-05 08:00,2025-05-16 17:00,2025-05-05 08:00,2025-10-22 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-03 07:00,2025-12-03 07:00,0,80,100
FAB112103E-02,SECAI ROUGH IN FRAME - FAB112103E,Complete,LAB AIRLOCK/SMOCK- 1F -FIZ-FAB112103,,,,,,,,,,2025-08-07 08:00,2025-08-07 17:00,2025-08-20 00:00,2025-08-20 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 08:00,2025-11-25 08:00,0,8,100
FAB112103E-05,PAINT & PROTECT DOORS & FRAMES - FAB112103E,Not Started,LAB AIRLOCK/SMOCK- 1F -FIZ-FAB112103,,,,,,,,,,2026-02-16 08:00,2026-02-19 17:00,,,2026-02-16 08:00,2026-02-19 17:00,2025-12-02 08:00,2025-12-05 17:00,32,32,0
FAB112103E-04,INSTALL DOOR & HARDWARE - FAB112103E,Active,LAB AIRLOCK/SMOCK- 1F -FIZ-FAB112103,,,,,,,,,,2025-10-03 08:00,2025-10-09 17:00,2025-10-03 08:00,,2025-11-21 08:00,2025-11-27 17:00,2025-11-25 08:00,2025-12-01 17:00,40,40,0
CN.SWB3.7001,IMPACT - SECAI TO PERFORM PANEL JOINT WATER INTRUSION FIXES - CANOPY - GL 19-16 - N LINE,Complete,CONSTRUCTION,,SUWN-1 - 18-21,EXTERIOR SKIN,,CONSTRUCTION,,,,,2025-10-08 07:00,2025-10-09 17:00,2025-10-08 07:00,2025-10-10 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-15 07:00,2025-10-15 07:00,0,20,100
CN.SWB3.7011,IMPACT - SECAI TO PERFORM PANEL JOINT WATER INTRUSION FIXES - CANOPY - N32-33,Complete,CONSTRUCTION,,SUWN-5 - 30-33,EXTERIOR SKIN,,CONSTRUCTION,,,,,2025-10-08 07:00,2025-10-09 17:00,2025-10-08 07:00,2025-10-10 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-13 07:00,2025-11-13 07:00,0,20,100
CN.SWB3.7021,CANOPY - BRAZOS INSULATION SPRAY- GL 5 - A LINE -,Not Started,CONSTRUCTION,,SUES-5 - 6-1 - FIZ - GL A -E,EXTERIOR SKIN,,CONSTRUCTION,,,,,2025-12-04 07:00,2025-12-04 17:00,,,2025-12-04 07:00,2025-12-04 17:00,2025-11-13 07:00,2025-11-13 17:00,10,10,0
CN.SWB3.7031,CANOPY - BRAZOS INSULATION SPRAY- GL 5 - A LINE -,Not Started,CONSTRUCTION,,SUES-1 - 19-16,EXTERIOR SKIN,,CONSTRUCTION,,,,,2025-12-04 07:00,2025-12-04 17:00,,,2025-12-04 07:00,2025-12-04 17:00,2025-11-06 07:00,2025-11-06 17:00,10,10,0
CN.SWB3.7041,CANOPY - BRAZOS INSULATION SPRAY- GL 5 - A LINE -,Not Started,CONSTRUCTION,,SUEN-4 - 28-31,EXTERIOR SKIN,,CONSTRUCTION,,,,,2025-12-08 07:00,2025-12-08 17:00,,,2025-12-08 07:00,2025-12-08 17:00,2025-10-13 07:00,2025-10-13 17:00,10,10,0
CN.SWB3.7051,CANOPY - BRAZOS INSULATION SPRAY- GL 5 - N LINE -,Complete,CONSTRUCTION,,FIZ 2 / SUWS 5  (GL6-1) - GL J - N - DATA CENTER 1,EXTERIOR SKIN,,CONSTRUCTION,,,,,2025-10-10 07:00,2025-10-15 17:00,2025-10-10 07:00,2025-10-24 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-15 07:00,2025-10-15 07:00,0,40,100
CN.SWB3.7061,CANOPY - BRAZOS INSULATION SPRAY- GL 5 - A LINE -,Complete,CONSTRUCTION,,SUWN-1 - 18-21,EXTERIOR SKIN,,CONSTRUCTION,,,,,2025-11-05 07:00,2025-11-05 17:00,2025-10-28 07:00,2025-10-28 17:00,2025-11-26 17:00,2025-11-26 17:00,2025-11-20 07:00,2025-11-20 07:00,0,10,100
CN.SWB3.7071,CANOPY - BRAZOS INSULATION SPRAY- GL 23 - 29 - N LINE,Complete,CONSTRUCTION,,SUWN-3 - 24-27,EXTERIOR SKIN,,CONSTRUCTION,,,,,2025-10-10 07:00,2025-10-10 17:00,2025-10-10 07:00,2025-10-15 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-09-29 07:00,2025-09-29 07:00,0,10,100
CN.SWB3.7081,CANOPY - BRAZOS INSULATION SPRAY- GL 32 - N LINE,Complete,CONSTRUCTION,,SUWN-5 - 30-33,EXTERIOR SKIN,,CONSTRUCTION,,,,,2025-10-21 07:00,2025-10-21 17:00,2025-10-15 07:00,2025-10-15 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-13 07:00,2025-11-13 07:00,0,10,100
IMPACT3 - constraint,IMPACT - PRICING FOR IOCC - RFI 1779/1781/1835 DOOR THRESHOLD AND WP - SHOP DWG - ALL LEVEL 4 EXTERIOR DOORS,Active,Remobilization and Out-of-Sequence Completion List - DD07-10-2025,,,,,,,,,,2025-09-23 08:00,2025-10-06 17:00,2025-09-23 08:00,,2025-11-21 08:00,2025-11-25 17:00,2025-11-03 10:00,2025-11-06 10:00,24,80,0
IMPACT4 - constraint,IMPACT - IOCC APPROVAL - RFI 1779/1781/1835 DOOR THRESHOLD AND WP - SHOP DWG - ALL LEVEL 4 EXTERIOR DOORS,Not Started,Remobilization and Out-of-Sequence Completion List - DD07-10-2025,,,,,,,,,,2025-11-26 08:00,2025-12-09 17:00,,,2025-11-26 08:00,2025-12-09 17:00,2025-11-06 10:00,2025-11-20 10:00,80,80,0
FAB112101A-30,TOUCH UP PAINT HEADER/GOAL POST - FAB112101A - N/1,Complete,Lab Vestibule- 1F -FIZ-FAB112101,,INTERIOR STAIRS,L1 - Fndn Slab,,,,,,,2025-10-10 08:00,2025-10-15 17:00,2025-10-10 08:00,2025-10-15 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-06 17:00,2025-11-06 17:00,0,32,100
STAIR.2970,IMPACT - SECAI SCAFFOLD - MEZZANINE GUARDRAIL STAIR #62 - SUW - 3-K - LEVEL 04G,Complete,CONSTRUCTION,,INTERIOR STAIRS,L4 - SUP Roof - FAB Roof,SUW - SUPPORT WEST,CONSTRUCTION,,,,,2025-10-06 07:00,2025-10-17 17:00,2025-10-06 07:00,2025-11-01 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-06 07:00,2025-11-06 07:00,0,100,100
STAIR.2980,INSTALL DS CONCRETE RAMP TRANSITION PLATES (C-D/K-L) - LEVEL 1,Not Started,CONSTRUCTION,,INTERIOR STAIRS,L1 - Fndn Slab,SUW - SUPPORT WEST,CONSTRUCTION,,,,,2025-12-16 07:00,2025-12-26 17:00,,,2025-12-16 07:00,2025-12-26 17:00,2025-11-25 07:00,2025-12-05 17:00,70,70,0
STAIR.2990,IMPACT - PENDING SHOP DRAWINGS APPROVAL BY SECAI - DS CONCRETE RAMP TRANSITION PLATES (C-D/K-L) - LEVEL 1,Complete,CONSTRUCTION,,INTERIOR STAIRS,L1 - Fndn Slab,SUW - SUPPORT WEST,CONSTRUCTION,,,,,2025-09-23 07:00,2025-09-29 17:00,2025-09-23 07:00,2025-10-15 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-04 07:00,2025-11-04 07:00,0,50,100
STAIR.3000,FABRICATION DS CONCRETE RAMP TRANSITION PLATES (C-D/K-L) - LEVEL 1,Not Started,CONSTRUCTION,,INTERIOR STAIRS,L1 - Fndn Slab,SUW - SUPPORT WEST,CONSTRUCTION,,,,,2025-11-21 07:00,2025-12-15 17:00,,,2025-11-21 07:00,2025-12-15 17:00,2025-11-04 07:00,2025-11-24 17:00,150,150,0
STAIR.3010,IMPACT - DESIGN CHAGE/SHOP DRAWINGS - PATRIOT - STAIR #47 - FIZ - 1-L - LEVEL 02,Not Started,CONSTRUCTION,,INTERIOR STAIRS,L2 - SubFab Level,FIZ,CONSTRUCTION,,,,,2025-11-21 07:00,2025-12-01 17:00,,,2025-11-21 07:00,2025-12-01 17:00,2025-10-21 07:00,2025-10-27 17:00,50,50,0
STAIR.3020,IMPACT - DESING CHANGE/FABRICATION NEW MATERIAL - STAIR #47 - FIZ - 1-L - LEVEL 02,Not Started,CONSTRUCTION,,INTERIOR STAIRS,L2 - SubFab Level,FIZ,CONSTRUCTION,,,,,2025-12-09 07:00,2025-12-31 17:00,,,2025-12-09 07:00,2025-12-31 17:00,2025-11-04 07:00,2025-11-24 17:00,150,150,0
STAIR.3030,"IMPACT - DESIGN CHAGE/MODIFY, INSTALL & INSPECT STAIR #47 - FIZ - 1-L - LEVEL 02",Not Started,CONSTRUCTION,,INTERIOR STAIRS,L2 - SubFab Level,FIZ,CONSTRUCTION,,,,,2026-01-02 07:00,2026-01-12 17:00,,,2026-01-02 07:00,2026-01-12 17:00,2025-11-25 07:00,2025-12-05 17:00,70,70,0
STAIR.3040,IMPACT - DESIGN CHAGE/SHOP DRAWINGS APPROVAL BY SECAI - PATRIOT - STAIR #47 - FIZ - 1-L - LEVEL 02,Not Started,CONSTRUCTION,,INTERIOR STAIRS,L2 - SubFab Level,FIZ,CONSTRUCTION,,,,,2025-12-02 07:00,2025-12-08 17:00,,,2025-12-02 07:00,2025-12-08 17:00,2025-10-28 07:00,2025-11-03 17:00,50,50,0
CN.BB51.ST.3692,IMPACT - SECAI TOOKOVER - IOCC 1578 (GDA) MATERIAL LEAD TIME - VERTICAL EJ FROM BERG- LVL 3/4 - VESTIBULE 5 -,Active,CONSTRUCTION,,GRIDLINE 33,GL 33 STAIR 5 (WEST),STAIR 5 (WEST) - K-L,CONSTRUCTION,BERG,,,,2025-10-13 07:00,2025-10-31 17:00,2025-10-13 07:00,,2025-11-21 07:00,2025-11-21 17:00,2025-11-11 07:00,2025-11-11 17:00,10,150,0
CN.ST.36841,IMPACT - IOCC 1578 (GDA) APPROVAL BY SECAI - VESTIBULE EXP JOINT - GL 33 - STAIR 18 - C-D,Complete,CONSTRUCTION,,GRIDLINE 33,GL 33 STAIR 18 (EAST),STAIR 18 (EAST) - C-D,CONSTRUCTION,WATER PROOFING GL33,,,,2025-10-01 07:00,2025-10-07 17:00,2025-10-01 07:00,2025-10-13 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-03 07:00,2025-11-03 07:00,0,50,100
CN.ST.36851,IMPACT - IOCC 1578 (GDA) - VESTIBULE EXP JOINT - GL 33 - STAIR 18 - C-D,Active,CONSTRUCTION,,GRIDLINE 33,GL 33 STAIR 18 (EAST),STAIR 18 (EAST) - C-D,CONSTRUCTION,WATER PROOFING GL33,,,,2025-10-13 07:00,2025-10-31 17:00,2025-10-13 07:00,,2025-11-21 07:00,2025-12-03 17:00,2025-11-03 07:00,2025-11-11 17:00,70,150,0
IMPACT5 - constraint,IMPACT - RFI SECAI-FAB-A-10843 - Hollow Metal Doors - Clean Room Paint System Confirmation,Active,Remobilization and Out-of-Sequence Completion List - DD07-10-2025,,,,,,,,,,2025-05-14 08:00,2025-06-03 17:00,2025-05-14 08:00,,2025-11-21 08:00,2025-12-11 17:00,2025-11-11 08:00,2025-12-01 17:00,120,120,0
STAIR.3050,IMPACT - RFI 1843 - Roof Ramp Transitions - RAMP #32-B/ #32-L - SUE/SUW - 3 - LEVEL 4,Complete,CONSTRUCTION,,INTERIOR STAIRS,L4 - SUP Roof - FAB Roof,SUE - SUPPORT EAST,CONSTRUCTION,,,,,2025-09-16 07:00,2025-10-06 17:00,2025-09-16 07:00,2025-10-23 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-20 07:00,2025-11-20 07:00,0,150,100
PL.001,YATES/SECAI ALL TCO COMPLETION,Not Started,Remobilization and Out-of-Sequence Completion List - DD07-10-2025,,,,,,,,,,2026-05-15 17:00,2026-05-15 17:00,,,2026-05-15 17:00,2026-05-15 17:00,2025-12-05 17:00,2025-12-05 17:00,0,0,0
CN.SWA5..6250,IMPACT - SECAI STAIR OPENED FOR EGRESS - STAIR #2 - 11/L - ALL LEVELS,Complete,SWA - 5,West Support Building,SUWS-3 - 12-9,INTERIOR STAIR TOWER - STAIR #2 (CLEAN ROOM),,CONSTRUCTION,,INSULATED METAL PANELS,JAMES LIVELY,INTERIORS,2025-10-13 07:00,2025-10-29 17:00,2025-10-13 07:00,2025-11-03 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-12 07:00,2025-11-12 07:00,0,150,100
CN.SWA5..6260,IMPACT - SECAI STAIR OPENED FOR EGRESS - STAIR #21 - 11/L - ALL LEVELS,Complete,SWA - 5,West Support Building,SUWS-3 - 12-9,INTERIOR STAIR TOWER - STAIR #21 (CLEAN ROOM),,CONSTRUCTION,,INSULATED METAL PANELS,JAMES LIVELY,INTERIORS,2025-10-13 07:00,2025-10-29 17:00,2025-10-13 07:00,2025-11-03 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-22 07:00,2025-11-22 07:00,0,150,100
FAB120504D-03,INSTALL DOOR FRAMES - FAB120504D,Complete,Vestibule 5 - 2F -SUW-FAB120504,,,,,,,,,,2025-10-13 08:00,2025-10-13 17:00,2025-10-13 08:00,2025-10-13 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 10:00,2025-11-25 10:00,0,8,100
CN.SWB3.7091,IMPACT - SECAI ELECTRICAL ROUGHIN CANOPY - GL 32 - N LINE,Complete,CONSTRUCTION,,SUWN-5 - 30-33,EXTERIOR SKIN,,CONSTRUCTION,,,,,2025-10-21 07:00,2025-10-21 17:00,2025-10-15 07:00,2025-10-28 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-13 07:00,2025-11-13 07:00,0,10,100
CN.SWB3.7101,CANOPY - SECAI MEP - ELECTRICAL - GL 19-16 - N LINE,Complete,CONSTRUCTION,,SUWN-1 - 18-21,EXTERIOR SKIN,,CONSTRUCTION,,,,,2025-10-31 07:00,2025-11-04 17:00,2025-10-24 07:00,2025-10-24 17:00,2025-11-26 17:00,2025-11-26 17:00,2025-11-20 07:00,2025-11-20 07:00,0,30,100
CN.SWB3.7111,IMPACT - CANOPY - SECAI MEP - MECHANICAL RD INSULATION - GL 19-16 - A 17,Complete,CONSTRUCTION,,SUES-1 - 19-16,EXTERIOR SKIN,,CONSTRUCTION,,,,,2025-11-05 07:00,2025-11-06 17:00,2025-10-27 07:00,2025-10-27 17:00,2025-12-03 17:00,2025-12-03 17:00,2025-11-06 07:00,2025-11-06 07:00,0,20,100
CN.SWB3.7121,IMPACT - CANOPY - SECAI MEP - GL 5 - A LINE,Not Started,CONSTRUCTION,,SUES-5 - 6-1 - FIZ - GL A -E,EXTERIOR SKIN,,CONSTRUCTION,,,,,2025-11-21 07:00,2025-12-03 17:00,,,2025-11-21 07:00,2025-12-03 17:00,2025-11-04 07:00,2025-11-12 17:00,70,70,0
CN.SWB3.7131,IMPACT - CANOPY - SECAI MEP - ELECTRICAL - GL 5 - A LINE,Complete,CONSTRUCTION,,SUES-5 - 6-1 - FIZ - GL A -E,EXTERIOR SKIN,,CONSTRUCTION,,,,,2025-10-27 07:00,2025-10-28 17:00,2025-10-24 07:00,2025-10-24 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-14 07:00,2025-11-14 07:00,0,20,100
FAB116519D-17,IMPACT - PRICING REQURED FOR DESIGN CHANGE - FAB116519D - C/29.5,Active,PR Air Lock - 1F -SUE-FAB116519,,INTERIOR STAIRS,L1 - Fndn Slab,,,,,,,2025-10-15 08:00,2025-10-21 17:00,2025-10-15 08:00,,2025-11-21 08:00,2025-11-27 17:00,2025-11-20 08:00,2025-11-26 17:00,40,40,0
CN.SWB5.11150,SECAI TOOKOVER- Reinstall INSULATION - INSTALLATION - NE - BREEZEWAY,Complete,SEA - 5,East Support Building,NORTH EAST PENTHOUSE,EXTERIOR SKIN,,CONSTRUCTION,KOVACH,INSULATED METAL PANELS,SEAN MONK,,2025-10-05 07:00,2025-10-06 17:00,2025-10-13 07:00,2025-10-26 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-01 07:00,2025-12-01 07:00,0,20,100
CN.SWB5.11160,SECAI TOOKOVER- Reinstall INSULATION - INSTALLATION - NW- BREEZEWAY,Active,SEA - 5,East Support Building,NORTH WEST PENTHOUSE,EXTERIOR SKIN,,CONSTRUCTION,KOVACH,INSULATED METAL PANELS,SEAN MONK,,2025-10-05 07:00,2025-10-06 17:00,2025-10-13 07:00,,2025-11-21 07:00,2025-11-22 17:00,2025-11-17 07:00,2025-11-18 17:00,20,20,0
CN.ST.36861,IMPACT - SECAI /VELTRI SCAFFOLD ON LVL 4 Cladding & Drywall connection - VESTIBULE 18 ENTRY WALL- GL 33 - STAIR 18 - C-D,Not Started,CONSTRUCTION,,GRIDLINE 33,GL 33 STAIR 18 (EAST),STAIR 18 (EAST) - C-D,CONSTRUCTION,WATER PROOFING GL33,,,,2025-11-21 07:00,2025-11-25 17:00,,,2025-11-21 07:00,2025-11-25 17:00,2025-11-07 07:00,2025-11-11 17:00,30,30,0
FAB120401F-70,DOOR FRAME HANDED OVER TO SECAI ON 10/14 - FAB120401F,Complete,Electrical Rm - 2F -SUW-FAB120401,,,,,,,,,,2025-10-14 08:00,2025-10-14 17:00,2025-10-14 08:00,2025-10-14 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 10:00,2025-11-25 10:00,0,8,100
FAB136502B-70,DOOR FRAME HANDED OVER TO SECAI ON 10/01 - FAB136502B,Complete,Wafer I/O Entrance - 3F -SUE-FAB136501,,,,,,,,,,2025-10-01 08:00,2025-10-01 17:00,2025-10-01 08:00,2025-10-01 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-17 10:00,2025-11-17 10:00,0,8,100
STAIR.3060,IMPACT - FABRICATION/MATERIAL ON SITE- N19 HANDRAIL - LEVEL 01,Active,CONSTRUCTION,,INTERIOR STAIRS,L1 - Fndn Slab,SUW - SUPPORT WEST,CONSTRUCTION,,,,,2025-10-16 07:00,2025-10-29 17:00,2025-10-16 07:00,,2025-11-21 07:00,2025-12-08 17:00,2025-10-24 07:00,2025-11-06 17:00,100,100,0
FAB120108D-85,IMPACT - SECAI CONSTRAINTS REMOVAL - FAB120108D (CONSTRAINTS TO BE REMOVED BY 10/27),Complete,Air Lock 1 - 2F -SUW-FAB120108,,INTERIOR STAIRS,L2 - SubFab Level,,,,,,,2025-09-22 08:00,2025-09-26 17:00,2025-09-22 08:00,2025-10-27 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 10:00,2025-11-25 10:00,0,40,100
FAB110304A-70,IMPACT - SECAI COORDS RUNNING TROUGH OPEING - FAB110304A,Active,Air Lock 3 - 1F -SUW-FAB110304,,,,,,,,,,2025-10-14 08:00,2025-10-27 17:00,2025-10-14 08:00,,2025-11-21 08:00,2025-11-27 17:00,2025-11-18 10:00,2025-11-25 10:00,40,80,0
FAB110304B-75,IMPACT - SECAI SCAFFOLD IMPEDING DOOR INSTALLATION - FAB110304B,Complete,Air Lock 3 - 1F -SUW-FAB110304,,,,,,,,,,2025-10-15 08:00,2025-10-28 17:00,2025-10-16 08:00,2025-10-29 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 10:00,2025-11-25 10:00,0,80,100
FAB110305A-70,IMPACT - SECAI CORDS RUNNING TROUGH OPENING - FAB110305A,Complete,Exit Passageway 3 - 1F -SUW-FAB110305,,,,,,,,,,2025-10-16 08:00,2025-10-29 17:00,2025-10-16 08:00,2025-10-29 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 10:00,2025-11-25 10:00,0,80,100
FAB110404D-70,IMPACT - SECAI SCAFFOLD IMPEDING DOOR INSTALLATION AND SECAI MISSING DRYWALL COMPLETION - FAB110404D,Active,W-CuS04-ACQC RM (N/24.3-25) - 1F- SUW-FAB110404,,,,,,,,,,2025-09-16 08:00,2025-09-29 17:00,2025-09-16 08:00,,2025-11-21 08:00,2025-11-27 17:00,2025-11-18 10:00,2025-11-25 10:00,40,80,0
FAB110404A-70,IMPACT - SECAI BARRICADE AND SECAI MISSING DRYWALL COMPLETION - FAB110404A,Complete,W-CuS04-ACQC RM (N/24.3-25) - 1F- SUW-FAB110404,,,,,,,,,,2025-09-16 08:00,2025-09-29 17:00,2025-09-16 08:00,2025-11-05 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 10:00,2025-11-25 10:00,0,80,100
FAB110409D-50,IMPACT - SECAI BARRICDE AND SECAI MISSING DRYWALL COMPLETION - FAB110409D,Complete,W-H3PO4 RM (N/25.4-26.2) - 1F -SUW-FAB110409,,,,,,,,,,2025-09-16 08:00,2025-09-29 17:00,2025-09-16 08:00,2025-11-04 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 10:00,2025-11-25 10:00,0,80,100
FAB110408C-23,IMPACT - SECAI TO REALING FRAME AND DRYWALL COMPLETION - FAB110408C,Complete,W-H2S04 ACQC RM (N/26.2-27) - 1F -SUW-FAB110408,,,,,,,,,,2025-09-16 08:00,2025-09-29 17:00,2025-09-16 08:00,2025-11-13 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 10:00,2025-11-25 10:00,0,80,100
FAB116413A-21,IMPACT - SECAI DUCTWORK IN DOOR SWING PATH - FAB116413A,Active,Duct Shaft - 1F -SUE-FAB116413,,,,,,,,,,2025-09-25 08:00,2025-10-08 17:00,2025-09-29 08:00,,2025-11-21 08:00,2025-11-27 17:00,2025-11-18 10:00,2025-11-25 10:00,40,80,0
FAB116103A-6,IMPACT - SECAI ELECTRICAL/LIGHT SWITCH PANEL IN THE OPENING - FAB116103A,Active,Elevator Mech. Rm 22 - 1F -SUE-FAB116103,,,,,,,,,,2025-08-28 08:00,2025-09-10 17:00,2025-08-28 08:00,,2025-11-21 08:00,2025-11-27 17:00,2025-11-17 10:00,2025-11-24 10:00,40,80,0
FAB116304C-70,IMPACT SECAI SCAFFOLD - FAB116304C,Active,CV Room - 1F -SUE-FAB116304,,,,,,,,,,2025-10-27 08:00,2025-11-07 17:00,2025-10-23 08:00,,2025-11-21 08:00,2025-11-27 17:00,2025-11-18 10:00,2025-11-25 10:00,40,80,0
FAB116301B-35,IMPACT - SECAI DUCT CLASH WITH DOOR SWING- FAB116301B,Active,Air Lock 20 - 1F -SUE-FAB116301,,,,,,,,,,2025-09-26 08:00,2025-10-09 17:00,2025-09-26 08:00,,2025-11-21 08:00,2025-11-27 17:00,2025-11-18 10:00,2025-11-25 10:00,40,80,0
FAB116526A-6,IMPACT - SECAI SCAFFOLD - FAB116526A,Complete,Elevator Mech.Rm 19 - 1F -SUE-FAB116526,,,,,,,,,,2025-10-23 08:00,2025-11-05 17:00,2025-10-23 08:00,2025-11-13 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 10:00,2025-11-25 10:00,0,80,100
FAB1U1502A-35,IMPACT - SECAI MEP SCAFFOLD - FAB1U1502A,Complete,SOUTH/NORTH PIT - 1F - SUW,,,,,,,,,,2025-10-20 08:00,2025-10-31 17:00,2025-10-20 08:00,2025-11-13 08:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 08:00,2025-11-25 08:00,0,80,100
FAB124102B-21,IMPACT - SECAI MEP SCAFFOLD - FAB124102B,Active,Battery Rm - 2F -FIZ-FAB124102,,,,,,,,,,2025-10-23 08:00,2025-11-05 17:00,2025-10-23 08:00,,2025-11-21 08:00,2025-11-27 17:00,2025-11-18 10:00,2025-11-25 10:00,40,80,0
FAB124101B-21,IMPACT - SECAI MEP SCAFFOLD - FAB124101B,Active,I/O Rm - 2F -FIZ-FAB124101,,,,,,,,,,2025-10-20 08:00,2025-10-31 17:00,2025-10-20 08:00,,2025-11-21 08:00,2025-11-27 17:00,2025-11-18 10:00,2025-11-25 10:00,40,80,0
FAB124101A-21,IMPACT - SECAI MEP SCAFFOLD - FAB124101A,Active,I/O Rm - 2F -FIZ-FAB124101,,,,,,,,,,2025-10-20 08:00,2025-10-31 17:00,2025-10-20 08:00,,2025-11-21 08:00,2025-11-27 17:00,2025-11-18 10:00,2025-11-25 10:00,40,80,0
FAB126107E-60,IMPACT - SECAI TEMP INSTALLATION IN OPENING - FAB126107E,Complete,Air Lock 22 - 2F -SUE-FAB126107,,,,,,,,,,2025-09-17 08:00,2025-09-30 17:00,2025-09-17 08:00,2025-11-10 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-25 10:00,2025-11-25 10:00,0,80,100
FAB126505A-60,IMPACT- SECAI REMOVED FRAME AWAITING REINSTALLATION BY SECAI - FAB126505A,Active,Vestibule 18 - 2F -SUE-FAB126505,,,,,,,,,,2025-08-12 08:00,2025-08-25 17:00,2025-08-12 08:00,,2025-11-21 08:00,2025-11-27 17:00,2025-11-21 08:00,2025-11-27 17:00,40,80,0
FAB130401A-6,IMPACT - SECAI MEP SCAFFOLD - FAB130401A,Active,Duct Shaft - 3F -SUW-FAB130401,,,,,,,,,,2025-08-20 08:00,2025-09-02 17:00,2025-08-20 08:00,,2025-11-21 08:00,2025-11-27 17:00,2025-11-18 10:00,2025-11-25 10:00,40,80,0
FAB132102A-60,IMPACT - SECAI MEP SCAFFOLD - FAB132102A,Active,TQR LAB - 3F -FIZ-FAB132102,,,,,,,,,,2025-10-23 08:00,2025-11-05 17:00,2025-10-23 08:00,,2025-11-21 08:00,2025-11-27 17:00,2025-11-17 08:00,2025-11-21 17:00,40,80,0
FAB136302B-60,IMPACT - TEMP A/C UNIT - FAB136302B,Active,Electrical Rm - 3F -SUE-FAB136302,,,,,,,,,,2025-08-20 08:00,2025-09-02 17:00,2025-08-20 08:00,,2025-11-21 08:00,2025-12-04 17:00,2025-11-11 10:00,2025-11-25 10:00,80,80,0
FAB112156A-05,PAINT & PROTECT DOORS & FRAMES - FAB112156A,Not Started,PCS Monitoring Rm - 1F - FAB-FAB112155,,,,,,,,,,2026-02-16 08:00,2026-02-16 17:00,,,2026-02-16 08:00,2026-02-16 17:00,2025-12-05 08:00,2025-12-05 17:00,8,8,0
ZX-21705,IMPACT - SECAI Temp air ducts - Elevator Hall #03 - 2F-FAB120305,Active,Elevator Hall 3 - 2F -SUW-FAB120305,,,,,,,,,,2025-10-01 08:00,2025-10-21 17:00,2025-10-01 08:00,,2025-11-21 08:00,2025-12-11 17:00,2025-11-06 08:00,2025-11-26 17:00,120,120,0
ZX-21715,IMPACT - SECAI TEMP DUCTS - Duct Shaft - 2F-SUW-FAB120312,Active,Duct Shaft - 2F -SUW-FAB120312,,,,,,,,,,2025-10-01 08:00,2025-10-21 17:00,2025-10-01 08:00,,2025-11-21 08:00,2025-12-04 17:00,2025-11-20 08:00,2025-12-03 17:00,80,120,0
ZX-21725,IMPACT - SECAI MEP SCAFFOLD IN THE AREA - Duct Shaft - 2F-SUE-FAB126105,Active,Duct Shaft - 2F -SUE-FAB126105,,,,,,,,,,2025-10-01 08:00,2025-10-21 17:00,2025-10-01 08:00,,2025-11-21 08:00,2025-12-04 17:00,2025-11-20 08:00,2025-12-03 17:00,80,120,0
ZX-21735,IMPACT - SECAI MEP SCAFFOLD IN THE AREA- Duct Shaft - 2F-SUE-FAB126401,Active,Duct Shaft - 2F -SUE-FAB126401,,,,,,,,,,2025-10-01 08:00,2025-10-21 17:00,2025-10-01 08:00,,2025-11-21 08:00,2025-12-04 17:00,2025-11-13 08:00,2025-11-26 17:00,80,120,0
