Task Code,Task Description,Status,Planned Start,Planned Finish,Actual Start,Actual Finish
FAB116413A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB116413A,Complete,2025-09-26 08:00,2025-09-26 17:00,2025-09-26 08:00,2025-09-26 17:00
FAB116412A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB116412A,Complete,2025-03-24 08:00,2025-04-01 17:00,2025-03-24 08:00,2025-04-01 17:00
ZX-7240,Complete Drywall & Inspect - Elevator #19-1F-1FAB-EL19,Complete,2025-05-16 08:00,2025-05-29 17:00,2025-05-16 08:00,2025-06-26 16:00
ZX-7540,Complete Drywall & Inspect - Elevator Mech Rm #19 - FAB116526,Complete,2025-06-20 08:00,2025-07-03 17:00,2025-06-13 08:00,2025-09-03 17:00
ZX-7090,Complete Drywall & Inspect - PR Airlock Vestibule - 1F-SUE-FAB116520,Complete,2025-08-28 08:00,2025-09-03 17:00,2025-08-28 08:00,2025-09-04 17:00
ZX-7390,SECAI TOOK OVER FOR ACCELERATION - Drywall & Inspect - PR Airlock-1F-SUE-FAB116519,Complete,2025-10-01 08:00,2025-10-07 17:00,2025-10-07 08:00,2025-10-07 17:00
ZX-7690,Complete Drywall & Inspect - Duct Shaft - 1F-SUE-FAB116518,Complete,2025-09-22 08:00,2025-09-24 17:00,2025-09-22 08:00,2025-09-24 17:00
FAB116518A-01,INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB116518A,Complete,2025-06-16 08:00,2025-06-24 17:00,2025-06-16 08:00,2025-06-24 17:00
ZX-7060,Complete Drywall & Inspect - PR Room-1F-SUE-FAB116509,Complete,2025-08-11 08:00,2025-08-15 17:00,2025-08-11 08:00,2025-08-15 17:00
ZX-7300,Complete Drywall & Inspect - UPW MCC Rm-1F-SUE-FAB116521,Complete,2025-08-01 08:00,2025-08-07 17:00,2025-08-01 08:00,2025-08-07 17:00
FAB116521A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB116521A,Complete,2025-09-01 08:00,2025-09-02 17:00,2025-09-01 08:00,2025-09-02 17:00
ZX-7600,Complete Drywall & Inspect - Duct Shaft - 1F-SUE-FAB116516,Complete,2025-09-01 08:00,2025-09-05 17:00,2025-09-01 08:00,2025-09-05 17:00
ZX-7810,Complete Drywall & Inspect - Elevator Mech Rm #18 - FAB116514 MK MARLOW,Complete,2025-06-20 08:00,2025-07-03 17:00,2025-06-13 08:00,2025-09-03 17:00
ZX-7840,Complete Drywall & Inspect - Elevator #18 - 1F-1FAB-EL18,Complete,2025-06-10 08:00,2025-06-18 17:00,2025-06-10 08:00,2025-06-26 16:00
ZX-8140,Complete Drywall & Inspect - Fire Alarm Rm 18-1F-FAB116527,Complete,2025-08-20 08:00,2025-08-26 17:00,2025-08-20 08:00,2025-08-26 17:00
FAB116527A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB116527A,Complete,2025-10-03 08:00,2025-10-07 17:00,2025-10-03 08:00,2025-10-07 17:00
ZX-8440,SECAI TOOK OVER FOR ACCELERATION - Complete Drywall & Inspect - Elevator Hall 18-1F-FAB116512,Complete,2025-08-20 08:00,2025-08-26 17:00,2025-06-27 08:00,2025-06-27 17:00
FAB116512C-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB116512C HANDED OVER TO SECAI ON 08/20,Complete,2025-08-20 08:00,2025-08-21 17:00,2025-08-20 08:00,2025-08-20 17:00
ZX-7780,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Airlock 18-1F-FAB116513 - BAKER/DESCOPE,Complete,2025-08-27 08:00,2025-09-09 17:00,2025-05-19 08:00,2025-06-02 16:00
ZX-7930,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Exit Passageway 18-1F-FAB116511 BAKER/DESCOPE,Complete,2025-08-12 08:00,2025-08-25 17:00,2025-06-10 08:00,2025-06-10 16:00
FAB116511B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB116511B BAKER/DESCOPE,Complete,2025-06-10 08:00,2025-06-10 17:00,2025-06-10 08:00,2025-06-10 16:00
ZX-8230,Complete Drywall & Inspect - D-G/33-1F,Complete,2025-05-28 08:00,2025-06-10 17:00,2025-05-23 08:00,2025-05-28 16:00
ZX-16530,IMPACT - Complete Drywall & Inspect - D-G/33-1F N&b APPROVAL,Complete,2025-05-05 08:00,2025-05-16 17:00,2025-05-05 08:00,2025-05-22 16:00
ZX-8530,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Bunker Rm 14-1F-FAB114404 BAKER/DESCOPE,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-06-10 08:00,2025-06-10 08:00
FAB114404A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB114404A,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-03-17 08:00,2025-03-24 08:00
FAB114404B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB114404B,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-03-03 08:00,2025-03-11 08:00
ZX-7750,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Bunker Rm 13-FAB114403 BAKER/DESCOPE,Complete,2025-08-28 08:00,2025-08-28 08:00,2025-06-10 08:00,2025-06-10 08:00
FAB114403A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB114403A,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-03-03 08:00,2025-03-12 08:00
FAB114403B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB114403B,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-03-05 08:00,2025-03-14 08:00
ZX-7990,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Bunker Rm 12-FAB114402 BAKER/DESCOPE,Complete,2025-08-15 08:00,2025-08-15 08:00,2025-06-10 08:00,2025-06-10 08:00
FAB114402A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS BY SECAI - FAB114402A BAKER/DESCOPE,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-06-10 08:00,2025-06-10 08:00
FAB114402B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB114402B,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-03-04 08:00,2025-03-12 08:00
ZX-8290,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Bunker Rm 11-FAB114203 BAKER/DESCOPE,Complete,2025-08-28 08:00,2025-08-28 08:00,2025-06-10 08:00,2025-06-10 08:00
FAB114203A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB114203A,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-03-04 08:00,2025-03-13 08:00
FAB114203B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB114203B,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-03-04 08:00,2025-06-13 08:00
ZX-8590,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Bunker Rm 10-FAB114155 BAKER/DESCOPE,Complete,2025-09-05 08:00,2025-09-18 17:00,2025-06-10 08:00,2025-06-10 16:00
FAB114155A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS BY SECAI - FAB114155A,Complete,2025-09-23 08:00,2025-10-01 17:00,2025-03-05 08:00,2025-03-13 16:00
FAB114155B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS BY SECAI - FAB114155B,Complete,2025-09-23 08:00,2025-10-01 17:00,2025-03-18 08:00,2025-03-26 16:00
ZX-7720,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Bunker Rm 9-FAB114154 BAKER/DESCOPE,Complete,2025-08-29 08:00,2025-08-29 08:00,2025-06-10 08:00,2025-06-10 08:00
FAB114154A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB114154A,Complete,2025-03-04 08:00,2025-03-04 08:00,2025-03-04 08:00,2025-03-11 17:00
FAB114154B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB114154B,Complete,2025-03-03 08:00,2025-03-03 08:00,2025-03-04 08:00,2025-03-11 17:00
ZX-7900,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Bunker Rm 8-FAB114153 BAKER/DESCOPE,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-06-10 08:00,2025-06-10 08:00
FAB114153A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS BY SECAI - FAB114153A,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-03-03 08:00,2025-03-11 08:00
FAB114153B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS BY SECAI - FAB114153B,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-03-25 08:00,2025-03-25 08:00
ZX-8200,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Bunker Rm 7-FAB114152 BAKER/DESCOPE,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-06-10 08:00,2025-06-10 08:00
FAB114152A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB114152A,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-03-11 08:00,2025-03-20 08:00
FAB114152B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB114152B,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-03-11 08:00,2025-03-20 08:00
ZX-8500,Complete Drywall & Inspect - D-G/3-1F MK MARLOW,Complete,2025-09-04 08:00,2025-09-04 08:00,2025-09-04 08:00,2025-09-04 08:00
ZX-8050,Complete Drywall & Inspect - G.3-J/3-1F MK MARLOW,Complete,2025-08-04 08:00,2025-08-15 17:00,2025-08-04 08:00,2025-08-15 17:00
ZX-8350,Complete Drywall & Inspect - PCS Monitoring Rm-1F-FAB112155 NON RATED WALLS,Complete,2024-08-19 08:00,2024-08-30 17:00,2024-08-19 08:00,2024-08-30 16:00
FAB112155B-01,IMPACT - REWORK DRYWALL FOR/AND INSTALL DOOR FRAMES - FAB112155B,Complete,2025-08-05 08:00,2025-08-13 17:00,2025-03-10 08:00,2025-03-19 16:00
ZX-8650,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - PCS Cleaning Rm-1F-FAB112157 BAKER/DESCOPE,Complete,2025-09-19 08:00,2025-10-02 17:00,2025-06-27 08:00,2025-06-27 16:00
ZX-7870,Complete Drywall & Inspect - Manufacturing Storage 1-1F-FAB112157 NON RATED WALLS,Complete,2025-10-02 08:00,2025-10-15 17:00,2024-08-19 08:00,2024-08-30 16:00
ZX-8170,SECAI TURNOVER FOR ACELERATION - Complete Drywall & Inspect - MCC Rm 1-1F-FAB112159,Complete,2025-06-27 08:00,2025-07-10 17:00,2025-06-27 08:00,2025-06-27 17:00
FAB112159A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB112159A,Complete,2025-09-24 08:00,2025-09-24 17:00,2025-09-24 08:00,2025-09-24 17:00
FAB112159B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB112159B,Complete,2025-03-19 08:00,2025-03-27 17:00,2025-03-19 08:00,2025-03-27 17:00
ZX-8470,SECAI TURNOVER FOR ACELERATION - Complete Drywall & Inspect - I/O Rm 1-1F-FAB112160,Complete,2025-06-27 08:00,2025-07-10 17:00,2025-06-27 08:00,2025-06-27 17:00
FAB112160A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB112160A,Complete,2025-04-07 08:00,2025-04-15 17:00,2025-04-07 08:00,2025-04-15 17:00
ZX-7960,Complete Drywall & Inspect - I/O Rm 2-1F-FAB112202 NON RATED WALLS,Complete,2025-08-29 08:00,2025-09-11 17:00,2024-05-20 08:00,2024-05-27 16:00
ZX-8260,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Bunker Rm 1-1F-FAB112203 BAKER/DESCOPE,Complete,2025-08-25 08:00,2025-08-25 08:00,2025-06-10 08:00,2025-06-10 08:00
FAB112203A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB112203A,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-03-01 08:00,2025-03-10 08:00
FAB112203B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB112203B,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-03-01 08:00,2025-03-10 08:00
ZX-8560,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Bunker Rm 2-1F-FAB112205 BAKER/DESCOPE,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-06-10 08:00,2025-06-10 08:00
FAB112205A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS BY SECAI - FAB112205A BAKER/DESCOPE,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-03-17 08:00,2025-03-24 08:00
FAB112205B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB112205B,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-03-17 08:00,2025-03-24 08:00
ZX-8410,Complete Drywall & Inspect - Bunker Rm 3-1F-FAB112302 BAKER/DESCOPE,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-06-10 08:00,2025-06-10 08:00
FAB112302A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB112302A,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-03-04 08:00,2025-03-13 08:00
FAB112302B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB112302B,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-03-20 08:00,2025-03-20 08:00
ZX-8710,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Bunker Rm 4-1F-FAB112303 BAKER/DESCOPE,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-06-10 08:00,2025-06-10 08:00
FAB112303A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS BY SECAI - FAB112303A,Complete,2025-03-17 08:00,2025-03-17 08:00,2025-03-17 08:00,2025-03-27 17:00
FAB112303B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS BY SECAI - FAB112303B,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-03-11 08:00,2025-03-20 08:00
ZX-8080,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Bunker Rm 5-1F-FAB112305 BAKER/DESCOPE,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-06-10 08:00,2025-06-10 08:00
FAB112305A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB112305A,Complete,2025-06-10 08:00,2025-06-18 17:00,2025-03-03 08:00,2025-03-11 08:00
FAB112305B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB112305B,Complete,2025-10-01 08:00,2025-10-01 17:00,2025-10-01 08:00,2025-10-01 17:00
ZX-8680,Complete Drywall & Inspect - I/O Rm 3-1F-FAB112408,Complete,2025-08-08 08:00,2025-08-21 17:00,2024-03-11 08:00,2024-03-22 16:00
FAB112408A-01,IMPACT - OPEN DRYWALL TO/AND INSTALL DOOR FRAME BY SECAI - FAB112408A,Complete,2025-08-26 08:00,2025-09-03 17:00,2025-06-27 08:00,2025-06-27 16:00
ZX-8020,SECAI TURNOVER FOR ACELERATION - Complete Drywall & Inspect - MCC Rm 2-1F-FAB112407,Complete,2025-06-27 08:00,2025-07-10 17:00,2025-06-27 08:00,2025-06-27 17:00
FAB112407B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB112407B,Complete,2025-04-07 08:00,2025-04-15 17:00,2025-04-07 08:00,2025-04-15 17:00
ZX-8320,Complete Drywall & Inspect - Manufacturing Storage 5-1F-FAB112410 NON RATED WALLS,Complete,2024-08-05 08:00,2024-08-16 17:00,2024-08-05 08:00,2024-08-16 16:00
ZX-8620,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Bunker Rm 6-1F-FAB112403 BAKER/DESCOPE,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-06-10 08:00,2025-06-10 08:00
FAB112403A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB112403A,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-03-11 08:00,2025-03-20 08:00
FAB112403B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB112403B,Complete,2025-06-10 08:00,2025-06-10 08:00,2025-05-01 08:00,2025-05-09 08:00
ZX-8830,SECAI TURNOVER FOR ACELERATION - Complete Drywall & Inspect - I/O Rm 4-1F-FAB112404,Complete,2025-06-27 08:00,2025-07-10 17:00,2025-06-27 08:00,2025-06-27 17:00
FAB112404A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB112404A,Complete,2025-03-07 08:00,2025-03-17 17:00,2025-03-07 08:00,2025-03-17 17:00
FAB112404B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB112404B,Complete,2025-09-03 08:00,2025-09-04 17:00,2025-09-03 08:00,2025-09-04 17:00
ZX-8860,Complete Drywall & Inspect - G.3-J/33-1F,Complete,2025-06-27 08:00,2025-07-10 17:00,2025-05-27 08:00,2025-06-09 16:00
ZX-16560,IMPACT - Complete Drywall & Inspect - G.3-J/33-1F N&B APPROVAL,Complete,2025-05-05 08:00,2025-05-16 17:00,2025-05-05 08:00,2025-05-15 16:00
ZX-9160,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Exit Passageway 5-1F-FAB110506 BAKER/DESCOPE,Complete,2025-05-28 08:00,2025-06-16 17:00,2025-05-22 08:00,2025-05-22 16:00
ZX-17490,IMPACT - SECAI DENIAL OF ACCEL COST FOR BERG - Drywall & Inspect - Exit Passageway 5-1F-FAB110506,Complete,2025-05-13 08:00,2025-05-30 17:00,2025-05-05 08:00,2025-05-22 16:00
ZX-8800,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Elevator Hall #05 - 1F-FAB110507,Complete,2025-06-27 08:00,2025-07-10 17:00,2025-06-27 08:00,2025-06-27 16:00
FAB110507B-01,SECAI TURNOVER FOR ACELERATION - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB110507B,Complete,2025-07-25 08:00,2025-08-04 17:00,2025-06-27 08:00,2025-06-27 16:00
FAB110507B-03,SECAI TURNOVER FOR ACELERATION - INSTALL FRAME & DRYWALL AROUND DOORS - FAB110507B,Complete,2025-08-01 08:00,2025-08-01 17:00,2025-08-01 08:00,2025-08-01 17:00
ZX-8950,Complete Drywall & Inspect - Elevator Mech Rm #05 - 1F-FAB110504 MK MARLOW,Complete,2025-08-07 08:00,2025-08-15 17:00,2025-08-07 08:00,2025-08-15 17:00
FAB110504A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB110504A,Complete,2025-10-14 08:00,2025-10-20 17:00,2025-10-14 08:00,2025-10-20 17:00
ZX-9250,SECAI TOOK OVER FOR ACCELERATION - Drywall & Inspect - Elevator #05 - 1F-1FAB-EL5,Complete,2025-10-02 08:00,2025-10-03 17:00,2025-10-03 08:00,2025-10-03 17:00
ZX-9550,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - S.GCS Storage Rm-1F-SUW-FAB110509 BAKER/DESCOPE,Complete,2025-06-25 08:00,2025-07-08 17:00,2025-06-17 08:00,2025-06-27 16:00
ZX-8770,Complete Drywall & Inspect - Fire Riser Rm 2-1F-SUW-FAB110510,Complete,2025-08-15 08:00,2025-08-25 17:00,2025-08-08 08:00,2025-08-22 17:00
ZX-9310,Complete Drywall & Inspect - Vestibule - 1F-SUW-FAB110508,Complete,2025-05-05 08:00,2025-05-13 17:00,2025-05-05 08:00,2025-05-13 16:00
ZX-9330,Drywall Catch-up inspections - Vestibule - 1F-SUW-FAB110508,Complete,2025-07-31 08:00,2025-08-08 17:00,2025-07-31 08:00,2025-08-08 17:00
ZX-17430,Control Drywall & Inspect & Inspect - Vestibule - 1F-SUW-FAB110508,Complete,2025-05-27 08:00,2025-05-28 17:00,2025-05-27 08:00,2025-05-28 16:00
FAB110508A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB110508A,Complete,2025-09-02 08:00,2025-09-03 17:00,2025-09-02 08:00,2025-09-03 17:00
ZX-17800,IMPACT - SECAI DENIAL OF ACCEL COST FOR BERG - Drywall & Inspect Vestibule - 1F-SUW-FAB110508,Complete,2025-05-13 08:00,2025-05-21 17:00,2025-05-13 08:00,2025-06-10 16:00
ZX-9610,Complete Drywall & Inspect - Duct Shaft - 1F-SUW-FAB110516,Complete,2025-09-17 08:00,2025-09-18 17:00,2025-09-19 08:00,2025-09-19 17:00
FAB110516A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB110516A,Complete,2025-03-07 08:00,2025-03-17 17:00,2025-03-07 08:00,2025-03-17 17:00
ZX-8740,Complete Drywall & Inspect - Duct Shaft Vestibule - 1F-SUW-FAB110502,Complete,2025-06-10 08:00,2025-06-18 17:00,2025-06-10 08:00,2025-10-13 08:00
ZX-17440,IMPACT - SECAI DENIAL OF ACCEL COST FOR BERG - Complete Drywall & Inspect - Duct Shaft Vestibule - 1F-SUW-FAB110502,Complete,2025-05-05 08:00,2025-05-13 17:00,2025-05-05 08:00,2025-06-10 16:00
ZX-8920,Complete Drywall & Inspect - Duct Shaft - 1F-SUW-FAB110503,Complete,2025-08-14 08:00,2025-08-27 17:00,2025-08-14 08:00,2025-08-18 17:00
FAB110503B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB110503B,Complete,2025-09-16 08:00,2025-09-17 17:00,2025-09-16 08:00,2025-09-17 17:00
ZX-9220,Complete Drywall & Inspect - Rated Chase West - 1F-SUW-FAB110513 - 7/14 DESIGN CHANGE TAKE ON OVER BY SECAI,Complete,2025-09-23 08:00,2025-10-06 17:00,2025-07-07 08:00,2025-07-09 17:00
FAB110513A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB110513A,Complete,2025-10-09 08:00,2025-10-17 17:00,2025-07-14 08:00,2025-07-14 17:00
ZX-9520,IMPACT - SECAI DENIAL OF ACCEL COST FOR BERG - Drywall & Inspect - Duct Shaft Vestibule - 1F-SUW-FAB110123,Complete,2025-05-05 08:00,2025-05-13 17:00,2025-05-05 08:00,2025-06-10 16:00
ZX-17450,Complete Drywall & Inspect - Duct Shaft Vestibule - 1F-SUW-FAB110123,Complete,2025-06-20 08:00,2025-06-30 17:00,2025-06-20 08:00,2025-07-03 16:00
FAB110123A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB110123A,Complete,2025-08-11 08:00,2025-08-19 17:00,2025-07-15 08:00,2025-07-16 17:00
ZX-9070,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Exit Passageway 4-1F-FAB110402 BAKER/DESCOPE,Complete,2025-05-28 08:00,2025-06-10 17:00,2025-05-22 08:00,2025-05-22 16:00
ZX-17460,IMPACT - SECAI DENIAL OF ACCEL COST FOR BERG - Complete Drywall & Inspect - Exit Passageway 4-1F-FAB110402,Complete,2025-05-05 08:00,2025-05-16 17:00,2025-05-05 08:00,2025-05-22 16:00
ZX-9370,Complete Drywall & Inspect - Duct Shaft - 1F-SUW-FAB110306,Complete,2025-08-04 08:00,2025-08-15 17:00,2025-08-04 08:00,2025-08-15 17:00
ZX-9670,Catchup - Complete Drywall & Inspect - GCS Training Rm-1F-SUW-FAB110401,Complete,2025-08-08 08:00,2025-08-18 17:00,2025-08-04 08:00,2025-08-08 17:00
ZX-8890,Complete Drywall & Inspect - H2 Purifier Analyzer Rm-1F-SUW-FAB110309,Complete,2025-06-16 08:00,2025-06-17 17:00,2025-05-12 08:00,2025-05-22 16:00
ZX-16580,IMPACT - Complete Drywall & Inspect - H2 Purifier Analyzer Rm-1F-SUW-FAB110309 SECAI DENIAL OF ACCEL COST FOR BERG,Complete,2025-05-05 08:00,2025-05-13 17:00,2025-05-05 08:00,2025-05-09 16:00
ZX-9190,Complete Drywall & Inspect - H2 Purifier Rm-1F-SUW-FAB110307,Complete,2025-05-05 08:00,2025-05-13 17:00,2025-05-05 08:00,2025-05-13 16:00
ZX-9490,Complete Drywall & Inspect - Fire Alarm Rm 3-1F-FAB110312,Complete,2025-08-19 08:00,2025-08-22 17:00,2025-08-19 08:00,2025-08-22 17:00
ZX-8980,Complete Drywall & Inspect - Equip Platform-1F-SUW-FAB110308,Complete,2025-09-01 08:00,2025-09-02 17:00,2025-09-01 08:00,2025-09-02 17:00
ZX-9280,Complete Drywall & Inspect - MCC Rm-1F-SUW-FAB110314,Complete,2025-05-13 08:00,2025-05-15 17:00,2025-05-13 08:00,2025-05-15 16:00
FAB110314B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB110314B,Complete,2025-09-16 08:00,2025-09-17 17:00,2025-09-16 08:00,2025-09-17 17:00
ZX-9580,Complete Drywall & Inspect - I/O Rm-1F-SUW-FAB110313,Complete,2025-08-14 08:00,2025-08-22 17:00,2025-08-14 08:00,2025-08-22 17:00
FAB110313A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB110313A,Complete,2025-09-01 08:00,2025-09-01 17:00,2025-09-01 08:00,2025-09-01 17:00
ZX-9130,Complete Drywall & Inspect - IT/Security Rm-1F-SUW-FAB110311,Complete,2025-09-01 08:00,2025-09-09 17:00,2025-07-31 08:00,2025-08-01 17:00
ZX-9730,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Exit Passageway 3-1F-FAB110305 BAKER/DESCOPE,Complete,2025-05-13 08:00,2025-05-13 08:00,2025-05-05 08:00,2025-05-05 08:00
FAB110305A-01,INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB110305A,Complete,2025-10-06 08:00,2025-10-14 17:00,2025-10-06 08:00,2025-10-14 17:00
ZX-9100,SECAI TURNOVER FOR ACELERATION - Drywall & Inspect - Airlock 3-1F-FAB110304 BAKER/DESCOPE,Complete,2025-05-28 08:00,2025-06-06 17:00,2025-05-22 08:00,2025-05-22 16:00
ZX-17400,IMPACT - SECAI DENIAL OF ACCEL COST FOR BERG - Drywall & Inspect - Airlock 3-1F-FAB110304,Complete,2025-05-05 08:00,2025-05-14 17:00,2025-05-05 08:00,2025-05-22 08:00
FAB110304B-03,INSTALL DOOR FRAMES - FAB110304B (REMOVED DURING DRYWALL REMEDIATION),Complete,2025-10-15 08:00,2025-10-15 17:00,2025-10-15 08:00,2025-10-15 17:00
ZX-9400,Complete Drywall & Inspect - Elevator Hall #03 - 1F-FAB110302,Complete,2025-05-28 08:00,2025-06-10 17:00,2025-05-28 08:00,2025-06-12 16:00
ZX-17410,IMPACT - SECAI DENIAL OF ACCEL COST FOR BERG Drywall & Inspect - Elevator Hall 3-1F-FAB110302,Complete,2025-05-05 08:00,2025-05-16 17:00,2025-05-05 08:00,2025-06-10 16:00
ZX-18760,SECAI TURNOVER FOR ACELERATION - NORTH WALL Drywall & Inspect - Elevator Hall #03 - 1F-FAB110302 AXIOS/DESCOPE,Complete,2025-05-28 08:00,2025-06-10 17:00,2025-06-12 08:00,2025-06-12 16:00
ZX-9700,Complete Drywall & Inspect - Elvator Mech Rm-1F-FAB110303,Complete,2025-06-10 08:00,2025-06-18 17:00,2025-06-10 08:00,2025-06-13 16:00
